Account Name,City,Address,County State,Zip Code,R12 Segment,R36 New Unit Revenue,R12 Service Revenue,R12 Rental Revenue,R12 Aftermarket Revenue,Min of Latitude,Min of Longitude
TGR FINISHING,KOKOMO,1257 E MORGAN ST,Howard IN,46901,P,$0,$0,$0,$0,40.50548882,-86.11637038
THE AMERICAN LEGION NATIONAL HQ,INDIANAPOLIS,700 N PENNSYLVANIA ST,Marion IN,46204,P,$0,$0,$0,$0,39.77700145,-86.15624850
THE ARC OF GREATER BOONE,LEBANON,912 W MAIN ST,Boone IN,46052,P,$0,$0,$0,$0,40.04759714,-86.47717393
THE ARC OF GREATER BOONE COUNTY,LEBANON,900 WEST MAIN ST,Boone IN,46052,P,$0,$0,$0,$0,40.04759900,-86.47706300
THE BEAMERY,MORGANTOWN,2082 W ST RD 45,Brown IN,46160,D3,$0,$643,$0,$643,,
THE BOAT PLACE INC,ROCKVILLE,24 S BOAT PLACE BOULEVARD,Parke IN,47872,P,$0,$0,$0,$0,,
THE BRULIN CORPORATION,INDIANAPOLIS,2939 COLUMBIA AVE,Marion IN,46205,B2,$0,$240,$12682,$91126,39.80978750,-86.13660025
THE BRULIN CORPORATION,INDIANAPOLIS,PO BOX 270,Marion IN,46206,B2,$0,$227,$0,$91126,,
THE CARPET MAN,CUMBERLAND,11209 E WASHINGTON ST,Marion IN,46229,P,$0,$0,$0,$0,39.77590202,-85.96724504
THE CARPETBAGGERS INC,INDIANAPOLIS,7520 ALLEN STREET,Marion IN,46226,D3,$0,$0,$1450,$1450,,
THE H.T. HACKNEY CO,INDIANAPOLIS,9420 E 33RD STREET,Marion IN,46235,P,$0,$0,$0,$0,39.81664247,-86.00323258
THE HENDEY GROUP,INDIANAPOLIS,2120 CLAY STREET,Marion IN,46205,D3,$0,$1543,$1250,$4949,39.83574860,-86.12435865
THE HOME DEPOT/RLC 8615,PLAINFIELD,1390 PERRY RD,Hendricks IN,46168,P,$0,$0,$0,$0,39.68841835,-86.35613237
THE NATIONAL GROUP,LAFAYETTE,627 S EARL AVENUE,Tippecanoe IN,47904,D3,$0,$866,$0,$866,40.41052375,-86.86042774
THE RECON GROUP DBA:GOTRG,WHITESTOWN,5102 E 500S,Boone IN,46075,P,$0,$0,$0,$0,,
THE SHINE LABORATORY LLC,INDIANAPOLIS,1714 E RIVERSIDE DRIVE,Marion IN,46202,D3,$0,$387,$0,$387,,
THE STEEL HOUSE,INDIANAPOLIS,1131 EAST 25TH STREET,Marion IN,46205,D3,$0,$0,$0,$511,39.80305250,-86.13900050
THE UNDERWOOD GROUP,GREENWOOD,988 N BLUFF ROAD,Johnson IN,46142,P,$0,$0,$0,$0,39.63007043,-86.20545404
THE UPS STORE #1974,INDIANAPOLIS,123 W MCCARTY STREET,Marion IN,46225,P,$0,$0,$0,$0,39.75632615,-86.16114770
THE VENEER SOURCE LLC,COLUMBUS,1582 SOUTHPARK COURT,Bartholomew IN,47201,D3,$0,$134,$0,$134,39.18201200,-85.89324500
THE WESTON,INDIANAPOLIS,241 WEST WASHINGTON ST,Marion IN,46204,D3,$0,$0,$722,$1498,39.76712200,-86.16365700
THERMAL STRUCTURES INC,PLAINFIELD,2800 AIRWEST BLVD,Hendricks IN,46168,P,$0,$0,$0,$0,39.68876900,-86.34489900
THIEMANN OFFICE PRODUCTS,TERRE HAUTE,34 N 6TH ST,Vigo IN,47807,P,$0,$0,$0,$0,39.46686714,-87.41011114
THIESING VENEER,MOORESVILLE,300 PARK DR,Morgan IN,46158,D3,$0,$547,$0,$699,39.60650400,-86.36953400
THOMAS J SPONSEL,GREENWOOD,1486 US 31 S,Johnson IN,46142,P,$0,$0,$0,$0,,
THOMAS OIL COMPANY,FRANKLIN,3070 RJ PARKWAY,Johnson IN,46131,P,$0,$0,$0,$0,39.51974100,-86.05486300
THORMAX ENTERPRISES LLC,COLUMBUS,2250 15TH STREET,Bartholomew IN,47201,D3,$0,$620,$0,$3130,39.21552300,-85.90082400
THRIFT TRUCKING,INDIANAPOLIS,2828 TOBEY DRIVE,Marion IN,46219,P,$0,$0,$0,$0,39.80882532,-86.01822555
THROCKMORTON PURDUE AG CENTER,LAFAYETTE,8343 US HWY 231 S,Tippecanoe IN,47909,P,$0,$0,$0,$0,,
THUNDERBIRD PLASTICS,SHELBYVILLE,2201 E MICHIGAN RD,Shelby IN,46176,C3,$0,$1448,$37680,$39128,39.51789500,-85.74930600
THUNDERBIRD PLASTICS,SHELBYVILLE,612 BLANCHARD ST,Shelby IN,46176,C3,$0,$0,$0,$39128,39.51857290,-85.77139788
THYSSENKRUPP ELEVATOR,INDIANAPOLIS,8665 BASH ST,Marion IN,46256,D3,$0,$418,$0,$418,,
THYSSENKRUPP PRESTA DANVILLE LLC,VEEDERSBURG,1291 8TH STREET,Fountain IN,47987,P,$0,$0,($428),($428),,
TIEM,COLUMBUS,5559 INWOOD DR,Bartholomew IN,47201,D3,$0,$2204,$0,$2204,39.14118158,-85.95075018
TIER ONE PROPERTY SVC,GREENSBURG,2755 N MICHIGAN RD,Decatur IN,47240,P,$0,$0,$0,$0,39.36873925,-85.54191952
TIM TILTON,LEESBURG,4311 N 700E,Kosciusko IN,46538,P,$0,$0,$0,$0,,
TIM WALTMAN FLOORING,KOKOMO,425 W NORTH ST,Howard IN,46901,D3,$0,$1334,$0,$1334,40.49803872,-86.13532847
TINKER COFFEE,INDIANAPOLIS,1125 W 16TH ST,Marion IN,46202,D3,$0,$408,$0,$408,39.78835405,-86.18100392
TIPMONT REMC,LINDEN,403 S MAIN ST,Montgomery IN,47955,D3,$0,$185,$0,$386,40.18469100,-86.90363800
TIPMONT REMC,WEST LAFAYETTE,1612 E 600 N,Tippecanoe IN,47906,D3,$0,$201,$0,$386,40.50557210,-86.87541050
TIPPECANOE COUNTY FAIRGROUNDS,LAFAYETTE,1406 TEAL ROAD,Tippecanoe IN,47905,C3,$0,$0,$0,$63508,40.39530547,-86.88000120
TIPPECANOE COUNTY TREASURER,LAFAYETTE,20 N 3RD STREET,Tippecanoe IN,47901,P,$0,$0,$0,$0,40.41756577,-86.89436094
TIPPECANOE TRUCK SERVICE,LAFAYETTE,3312 B IMPERIAL PKWY,Tippecanoe IN,47909,D3,$0,$0,$0,$21,40.37883100,-86.84939400
TIREHUB LLC,INDIANAPOLIS,5850 S KOPETSKY DR,Marion IN,46217,P,$0,$0,$0,$0,,
TITAN CONSTRUCTION,RENSSELAER,PO BOX 203,Jasper IN,47978,P,$0,$0,$0,$0,,
TJL SERVICES DBA:CAPITAL CAST STONE,LEBANON,331 W NOBLE STREET,Boone IN,46052,D3,$0,$6323,$0,$6323,40.03914800,-86.47129679
TKO ENTERPRISES,LAFAYETTE,2420 S 30TH ST,Tippecanoe IN,47905,D3,$0,$4629,$0,$5868,40.39149393,-86.86211212
TKO ENTERPRISES,PLAINFIELD,2751 STAFFORD RD,Hendricks IN,46168,P,$0,$0,$0,$0,,
TLC EXPRESS,INDIANAPOLIS,5101 DECATUR BLVD,Marion IN,46241,D3,$0,$1984,$0,$1984,,
TLK PRECISION,FOUNTAINTOWN,6224 W 800N,Shelby IN,46130,P,$0,$0,$0,$0,,
TMI MECHANICAL LLC,WHITELAND,570 E TRACY ROAD,Johnson IN,46184,D3,$0,$645,$0,$645,,
TOBAR INC,COLUMBUS,3315 N SCOTT DR,Bartholomew IN,47201,D3,$0,$3578,$0,$3578,39.22877900,-85.93810900
TODAY'S CARPET TECH,GREENWOOD,433 WALL ST,Johnson IN,46143,P,$0,($1778),$0,($1778),39.58084606,-86.09927129
TOLEN CROP SERVICE INC,OTTERBEIN,478 S 1200 E,Benton IN,47970,D3,$0,$2485,$0,$2485,,
TOM ROUSCH LINCOLN MERCURY MAZDA,WESTFIELD,525 W DAVID BROWN DR,Hamilton IN,46074,D3,$0,$368,$0,$368,40.03213700,-86.13336400
TONY TRANSPORT INC,INDIANAPOLIS,1560 RAYMOND STREET,Marion IN,46221,P,$0,$0,$0,$0,39.73768980,-86.13389120
TOP GARD INC,NOBLESVILLE,15310 ENDEAVOR DR,Hamilton IN,46060,D3,$0,$1818,$0,$1818,40.01136729,-85.99123782
TOP MARKETING INC,INDIANAPOLIS,5122 W 79TH STREET,Marion IN,46268,P,$0,$0,$0,$0,39.89661388,-86.24839274
TOPSHELF WOOD PACKAGING,LAFAYETTE,3420 FAIRFIELD COURT,Tippecanoe IN,47909,D3,$0,$2169,$0,$2169,40.36849100,-86.85515200
TOTAL FLEET SOLUTIONS,PERRYSBURG,3235 LEVIS COMMONS BOULEVARD,Wood OH,43551,P,$0,$0,$0,$0,,
TOTAL LAWN CARE,INDIANAPOLIS,1421 E RIVERSIDE DR,Marion IN,46202,D3,$0,$665,$0,$665,,
TOTAL OFFROAD & MORE LLC,INDIANAPOLIS,1202 E 38TH ST,Marion IN,46205,P,$0,$0,$0,$0,39.82934990,-86.13005470
TOTAL OFFROAD & MORE LLC,INDIANAPOLIS,7535 E 88TH PLACE,Marion IN,46256,P,$0,$0,$0,$0,39.91671968,-86.03497203
TOTAL QUALITY PALLETS INC,INDIANAPOLIS,1401 NEWMON STREET,Marion IN,46201,D3,$0,$123,$0,$123,,
TOTAL SEED PRODUCTIONS,TIPTON,1375 N 800 WEST,Tipton IN,46072,P,$0,$0,$0,$0,,
"TOTAL TRUCK PARTS, INC",INDIANAPOLIS,2075 KENTUCKY AVENUE,Marion IN,46225,P,$0,$0,$0,$0,39.73671115,-86.19534063
"TOTAL TRUCK PARTS, INC",LOUISVILLE,4525 POPLAR LEVEL ROAD,Jefferson KY,40213,P,$0,$0,$0,$0,38.18726185,-85.70100860
TOUCHDOWN MACHINE,COLUMBUS,432 S MAPLETON,Bartholomew IN,47201,P,$0,$0,$0,$0,39.19275200,-85.90110400
TOUCHPOINT PACKAGING,SEYMOUR,1635 BATEMAN DRIVE,Jackson IN,47274,C1,$0,$0,$0,$40239,38.96931300,-85.87053357
TOUCHPOINT PACKAGING,SEYMOUR,1635 E 4th ST,Jackson IN,47274,C1,$0,$735,$0,$40239,38.96671422,-85.86501304
TOWLIFT INC,CLEVELAND,1395 VALLEY BELT ROAD,Cuyahoga OH,44131,P,$0,$0,$0,$0,41.41760032,-81.65653125
TOWN OF EDINBURGH,EDINBURGH,410 EISENHOWER DR,Johnson IN,46124,D3,$0,$5320,$0,$5320,39.35158200,-85.97275800
TOYOSHIMA STEEL,INDIANAPOLIS,735 ST PAUL ST,Marion IN,46203,D3,$0,$0,$0,$2092,39.75691565,-86.12323875
TOYOTA MATERIAL HANDLING,COLUMBUS,5559 INWOOD DR,Bartholomew IN,47201,D3,$0,$0,$0,$2204,39.14118158,-85.95075018
"TOYOTA MATERIAL HANDLING, USA",COLUMBUS,5620 S 175W,Bartholomew IN,47201,P,$0,$0,$0,$0,,
TRACTOR SUPPLY,INDIANAPOLIS,8815 S. ATLANTIS DR.,Marion IN,46239,P,$0,$0,$0,$0,,
TRACTOR SUPPLY #121,LAFAYETTE,4841 STATE ROAD 38E,Tippecanoe IN,47905,P,$0,$0,$0,$0,40.37734100,-86.81847600
TRADE SECRET CHOCOLATES DBA TRUE ES,INDIANAPOLIS,1125 E BROOKSIDE AVENUE,Marion IN,46202,D3,$0,$2971,$0,$2971,39.78129031,-86.13740465
TRADER JOES #670,INDIANAPOLIS,2902 WEST 86th ST,Marion IN,46268,C2,$0,$9853,$2618,$12471,39.91253380,-86.21120160
TRADER JOES #671,INDIANAPOLIS,5473 E 82ND ST,Marion IN,46250,D3,$0,$4303,$375,$4678,39.90376590,-86.07516120
TRADEWINDS,LEBANON,4215 INDIANAPOLIS RD,Boone IN,46052,C1,$0,$1977,$0,$19888,,
TRADITION TRANSPORTATION,FORT WAYNE,110 E WAYNE STREET,Allen IN,46802,P,$0,$0,$0,$0,41.07820340,-85.13891560
TRADITION TRANSPORTATION,GREENFIELD,6887 W. 350 N,Hancock IN,46140,P,$0,$0,$0,$0,39.83214200,-85.93228300
TRADITION TRANSPORTATION,GREENWOOD,1175 COLLINS ROAD,Johnson IN,46143,P,$0,$0,$0,$0,39.59937400,-86.05347100
TRAILERSPLUS,INDIANAPOLIS,3520 S POST RD,Marion IN,46239,P,$0,$0,$0,$0,39.71832865,-86.00848372
TRANSAMERICAN EQUIPMENT,INDIAN TRAIL,2095 UNION BELTWAY RD,Union NC,28079,P,$0,$0,$0,$0,35.09018194,-80.66488535
TRANSCO RAILWAY,LOGANSPORT,1331 18TH ST,Cass IN,46947,C3,$0,$0,$0,$63508,40.74684487,-86.34456054
TRANSPORT ENTERPRISE LEASING LLC,INDIANAPOLIS,9625 EAST 33RD STREET,Marion IN,46235,P,$0,$0,$0,$0,39.81674190,-85.99765996
TRAVEL CENTERS OF AMERICA,BRAZIL,1035 W SR 42,Clay IN,47834,D3,$0,$1118,$0,$1118,39.44528500,-87.12769600
TRE PAPER COMPANY,ANDERSON,5395 S 50 W,Madison IN,46011,D3,$0,$411,$0,$411,40.02734300,-85.67862000
TREDEGAR FILM TECHNICAL,TERRE HAUTE,3400 FT HARRISON RD,Vigo IN,47804,D3,$0,$327,$0,$327,39.50654407,-87.36605404
TREE CITY TOOL,GREENSBURG,1954 MONTGOMERY RD,Decatur IN,47240,P,$0,$0,$0,$0,,
TREE PRO,WEST LAFAYETTE,3180 W 250 NORTH,Tippecanoe IN,47906,D3,$0,$4474,$0,$8933,40.45297988,-86.96545373
TRI STAR ENGINEERING,BLOOMINGTON,1801 S LIBERTY DR,Monroe IN,47403,P,$0,$0,$0,$0,39.14998625,-86.57482803
"TRIANGLE SERVICES, INC",VALLEY STREAM,10 FIFTH ST,Nassau NY,11581,P,$0,$0,$0,$0,40.65695955,-73.69987369
TRI-ESCO,LAFAYETTE,3221 IMPERIAL PKWY,Tippecanoe IN,47909,P,$0,$0,$0,$0,40.38151706,-86.84893287
TRINITY PRINT & MEDIA INC,CRAWFORDVILLE,1414 CRAWFORD DRIVE,Montgomery IN,47933,D3,$0,$0,$925,$925,40.04986300,-86.87893900
TRIPHASE,WESTFIELD,17406 TILLER CT,Hamilton IN,46074,D3,$0,$0,$1552,$1552,40.03943641,-86.15345048
TRI-STATE DAIRY SPECIALISTS LLC,CALEDONIA,203 W MAIN ST,Houston MN,55921,P,$0,$0,$0,$0,43.63454022,-91.49831718
TROTZKE TRUCKING INC,TERRE HAUTE,112 EAST CANTER,Vigo IN,47802,P,$0,$0,$0,$0,,
TROYER FOODS,BLOOMINGTON,4863 W VERNAL PIKE,Monroe IN,47402,P,$0,$0,$0,$0,39.18643434,-86.59720304
TROYER FOODS,BLOOMINGTON,PO BOX 1938,Monroe IN,47402,P,$0,$0,$0,$0,,
TRU FORM STEEL & WIRE,HARTFORD CITY,1204 GILKEY,Blackford IN,47348,C3,$0,$0,$34905,$34905,40.46005180,-85.38908650
TRU FORM STEEL & WIRE,HARTFORD CITY,PO BOX 266,Blackford IN,47348,C3,$0,$0,$0,$34905,,
TRU GREEN -CHEMLAWN,FT WAYNE,4015 TRANSPORTATION DR,Allen IN,46818,C3,$0,$0,$0,$17196,41.13478630,-85.19625050
TRU GREEN-CHEMLAWN,FISHERS,11755 TECHNOLOGY DR,Hamilton IN,46038,C3,$0,$666,$2515,$17196,39.96256853,-86.01213814
TRUCK SERVICE INC,INDIANAPOLIS,2500 BLUFF RD,Marion IN,46225,D3,$0,$0,$0,$1265,39.73094100,-86.16839300
"TRUCKS SERVICE, INC",INDIANAPOLIS,1445 BROOKVILLE WAY,Marion IN,46239,D3,$0,$0,$0,$1265,39.75020823,-86.04459353
"TRUCKS SERVICE, INC",INDIANAPOLIS,3140 WEST MORRIS ST,Marion IN,46241,D3,$0,$1265,$0,$1265,39.75041461,-86.21265087
TRUE SOURCE LLC,ISLANDIA,2929 EXPRESSWAY DRIVE NORTH,Suffolk NY,11749,D3,$0,$0,$0,$3310,40.81015560,-73.19237936
TRULAND,FRANKFORT,1985 W STATE RD 28,Clinton IN,46041,D3,$0,$2426,$0,$2831,40.27787700,-86.54261800
TRULAND,LAFAYETTE,702 NAVCO DR,Tippecanoe IN,47905,D3,$0,$404,$0,$2831,40.41009685,-86.85350093
TRUSTY-COOK INC,INDIANAPOLIS,10530 EAST 59th ST,Marion IN,46236,D3,$0,$2444,$0,$2444,,
T-SCOTT AG LLC,LINCOLN,18594 HWY C,Benton MO,65338,P,$0,$0,$0,$0,,
"TUFF SHED, INC",DENVER,1777 S HARRISON ST SUITE 600,Denver CO,80231,P,$0,$0,$0,$0,39.68429155,-104.94205882
"TUFF SHED, INC",INDIANAPOLIS,4250 W MORRIS ST,Marion IN,46241,P,$0,$0,$0,$0,39.74982824,-86.23089714
TULIP RICHARDSON MANUFACTURING,COLUMBUS,2405 NORCROSS DRIVE,Bartholomew IN,47201,P,$0,$0,$0,$0,39.13688700,-85.94977900
TURNER MACHINING SPECIALTIES INC,COLUMBUS,1622 SOUTHPARK DRIVE,Bartholomew IN,47201,P,$0,$0,$0,$0,39.18120100,-85.89303000
TVH PARTS CO,OLATHE,PO BOX 1245,Johnson KS,66051,P,$0,$0,$0,$0,,
TVH PARTS COMPANY,OLATHE,16355 S LONE ELM,Johnson KS,66062,P,$0,$0,$0,$0,,
TWIGG CORPORATION,MARTINSVILLE,659 E YORK ST,Morgan IN,46151,D3,$0,$0,$669,$669,39.41787355,-86.42018006
TWIN CITY ELECTRIC,LAFAYETTE,3416 BRADY LANE,Tippecanoe IN,47905,D3,$0,$375,$0,$375,40.38200711,-86.85251948
TWST ACQUISITION INC,INDIANAPOLIS,1936 LYNDHURST DRIVE,Marion IN,46241,P,$0,$0,$0,$0,39.73922500,-86.25191900
TY BUILDERS,LINTON,12800 W 250N,Greene IN,47441,D3,$0,$325,$0,$325,,
"TYNAN EQUIPMENT COMPANY, INC.",INDIANAPOLIS,5926 STOCKBERGER PL,Marion IN,46241,A1,$0,$481582199,$0,$22460900,39.71995070,-86.26342246
"TYNAN EQUIPMENT COMPANY, INC.",LAFAYETTE,701 NAVCO DRIVE,Tippecanoe IN,47905,A1,$0,$18619696,$0,$2644182,40.41010600,-86.85328500
"TYNAN EQUIPMENT COMPANY, INC.",TERRE HAUTE,1357 ABERDEEN AVENUE,Vigo IN,47804,A1,$0,$4952128,$0,$3402834,,
TYNAN KOKOMO SHOP,KOKOMO,1296 HOME AVE,Howard IN,46901,A3,$0,$12422,$0,$302668,40.47183454,-86.12676565
U S FOODS,FISHERS,12301 CUMBERLAND RD,Hamilton IN,46038,D3,$0,$3194,$0,$3194,,
U S PENITENTIARY,TERRE HAUTE,4700 BUREAU RD NORTH,Vigo IN,47808,D3,$0,$1723,$0,$2588,39.41205900,-87.45115400
UN COMMUNICATIONS GROUP,CARMEL,1429 CHASE COURT,Hamilton IN,46032,P,$0,$0,$0,$0,39.96150200,-86.13666000
UNCLE BILLS PET CENTER,INDIANAPOLIS,3720 GEORGETOWN RD,Marion IN,46254,D3,$0,$0,$829,$829,39.82253190,-86.24018041
UNCLE BILLS PET CENTER,INDIANAPOLIS,4829 W. 38TH ST.,Marion IN,46254,D3,$0,$0,$0,$829,39.82409907,-86.24110501
UNCLE BILLS PET CENTER,ZIONSVILLE,3101 S HIGHWAY 421,Boone IN,46077,D3,$0,$0,$0,$829,,
UNDERWOOD TRANSFER CO,INDIANAPOLIS,6648 S PERIMETER RD,Marion IN,46241,P,$0,$0,$0,$0,39.70966682,-86.28316005
UNICCO SERVICE CO,TERRE HAUTE,3910 THIRD PARKWAY,Vigo IN,47804,P,$0,$0,$0,$0,,
UNICOR,TERRE HAUTE,4200 BUREAU RD NORTH,Vigo IN,47802,D3,$0,$514,$0,$2588,39.41413300,-87.45117600
UNION BROKER LIMITED,INDIANAPOLIS,PO BOX 11260,Marion IN,46201,C1,$0,$0,$0,$32633,,
UNIQUE ROCK ART WLDN REFLECTIONS,GREENWOOD,90 N MCKINLEY ST,Johnson IN,46143,D3,$0,$0,$492,$492,39.61629000,-86.10488000
UNIT STEP,INDIANAPOLIS,4000 SOUTHEASTERN,Marion IN,46203,D3,$0,$412,$0,$767,,
UNITED PARCEL SERVICE,INDIANAPOLIS,5380 W 81ST ST,Marion IN,46268,P,$0,$0,$0,$0,39.90155490,-86.25195348
UNITED PARCEL SERVICE,LAFAYETTE,117 NORTH 36TH ST,Tippecanoe IN,47905,P,$0,$0,$0,$0,40.42052497,-86.84987471
UNITED PARCEL SERVICE,MUNCIE,1901 W 26th,Delaware IN,47302,D3,$0,$2200,$0,$3310,40.16300800,-85.40888500
UNITED RENTALS SHARED,COLLEGE STATION,PO BOX 30129,Brazos TX,77842,D3,$0,$0,$0,$2243,,
UNITED RENTALS SHARED,INDIANAPOLIS,1921 KENTUCKY AVENUE,Marion IN,46241,D3,$0,$0,$0,$2243,39.73970854,-86.19247826
UNITED RENTALS SHARED,INDIANAPOLIS,2435 KENTUCKY AVE,Marion IN,46221,D3,$0,$0,$0,$2243,39.73081870,-86.20222055
UNITED STEEL SUPPLY LLC,TERRE HAUTE,10645 JAMES ADAMS,Vigo IN,47802,B3,$0,$342,$137253,$137596,39.33832600,-87.41172900
UNIVERSAL SERVICE SUPPLY II,EVANSVILLE,310 S EVANS AVENUE,Vanderburgh IN,47713,D3,$0,$0,$0,$1986,37.97449401,-87.55247492
UNIVERSITY LOFT COMPANY,GREENFIELD,2588 JANNETIDES BLVD,Hancock IN,46140,B3,$0,$2915,$74290,$94046,39.82184500,-85.88549300
UNIVERSITY LOFT COMPANY,MORRISTOWN,5649 EAST MORRIS BLVD,Hamblen TN,37813,B3,$0,$0,$6000,$94046,36.25089200,-83.20564300
UPLAND BREWING CORPORATIO,BLOOMINGTON,1550 N CURRY PIKE,Monroe IN,47404,C3,$0,$0,$14953,$21404,39.18240970,-86.58309030
UPLAND BREWING CORPORATIO,BLOOMINGTON,350 W 11TH ST,Monroe IN,47404,C3,$0,$491,$0,$21404,39.17343380,-86.53740335
UPLAND BREWING CORPORATIO,BLOOMINGTON,4060 PROFILE PKWY,Monroe IN,47404,C3,$0,$5960,$0,$21404,39.17198525,-86.58811337
UPLAND BREWING CORPORATIO,INDIANAPOLIS,1201 PROSPECT ST,Marion IN,46203,C3,$0,$0,$0,$21404,39.75227130,-86.13750097
UPLAND MANAGEMENT,GREENWOOD,330 COMMERCE PKWY W DR,Johnson IN,46143,P,$0,$0,$0,$0,39.61274100,-86.06673700
UPS,"",5380 W 81 ST,Marion IN,46268,D3,$0,$1110,$0,$3310,,
UPS,INDIANAPOLIS,5380 W 81ST STREET,Marion IN,46278,D3,$0,$0,$0,$3310,39.90155490,-86.25195348
UPS,INDIANAPOLIS,7125 W MORRIS STREET,Marion IN,46241,D3,$0,$0,$0,$3310,39.74957725,-86.28629325
UPS SHIP CENTER,TERRE HAUTE,5596 EAST MARGARET DRIVE,Vigo IN,47803,D3,$0,$0,$0,$3310,39.43368600,-87.33228593
"UPS SUPPLY CHAIN SOLUTIONS, INC",INDIANAPOLIS,3747 W MORRIS ST,Marion IN,46241,P,$0,$0,$0,$0,39.74987736,-86.22418706
URANUS INDIANA LLC,ANDERSON,1502 HOME AVE,Madison IN,46013,P,$0,$0,$0,$0,40.10219388,-85.67067731
URSCHEL LABS INC,CHESTERTON,1200 CUTTING EDGE DR,Porter IN,46304,P,$0,$0,$0,$0,41.57604500,-87.03142200
US LOGISTICS,INDIANAPOLIS,8860 MIRABEL RD SUIT 100,Marion IN,46241,C3,$0,$300,$0,$15783,39.68232200,-86.31868400
US LUMBER,HARTVILLE,1221 W MAPLE ST,Stark OH,44632,B3,$0,$0,$0,$83517,40.96852940,-81.34906636
US LUMBER,INDIANAPOLIS,333 S FRANKLIN RD,Marion IN,46219,B3,$0,$0,$0,$83517,39.76740475,-86.02418380
US LUMBER,INDIANAPOLIS,6002 SUNNYSIDE RD,Marion IN,46236,B3,$0,$26331,$39376,$83517,39.86589190,-85.97515884
US LUMBER,INDIANAPOLIS,980 S KITLEY AVE,Hancock IN,46129,B3,$0,$0,$0,$83517,39.75543680,-86.05548002
UTTERBACK SUPPLY-FASTENER,INDIANAPOLIS,1714 W MORRIS ST,Marion IN,46221,P,$0,$0,$0,$0,39.75137200,-86.19024840
VANCO COMMERCIAL SERVICE LLC,INDIANAPOLIS,8025 CASTLEWAY DRIVE,Marion IN,46250,P,$0,$0,$0,$0,39.90135820,-86.05579249
VARIOTECH CORPORATION,INDIANAPOLIS,8804 BASH ST,Marion IN,46256,C3,$0,$0,$3954,$21550,39.91583172,-86.04218204
VARIOTECH CORPORATION,INDIANAPOLIS,9900 WESTPOINT DRIVE,Marion IN,46256,C3,$0,$0,$17596,$21550,39.93507300,-86.02809000
VENTURE LOGISTICS,HARTFORD CITY,501 SOUTH SPRING STREET,Blackford IN,47348,A2,$0,$0,$0,$423278,40.44828922,-85.36259858
VENTURE LOGISTICS,INDIANAPOLIS,1101 HARDING COURT,Marion IN,46217,A2,$0,$4895,$12867,$423278,39.69591735,-86.17993909
VENTURE LOGISTICS,LAFAYETTE,3320 460 EAST,Tippecanoe IN,47905,A2,$0,$0,$0,$423278,,
VENTURE LOGISTICS,LAFAYETTE,3700 VETERANS MEMORIAL PKWY,Tippecanoe IN,47909,A2,$0,$0,$43615,$423278,40.36692858,-86.84062473
VENTURE LOGISTICS,LAFAYETTE,4820 DALE DR,Tippecanoe IN,47905,A2,$0,$0,$59760,$439700,40.36285855,-86.81559133
VENTURE LOGISTICS,MOORESVILLE,2630 WESTPOINT BLVD,Morgan IN,46158,A2,$0,$702,$34563,$423278,,
VENTURE LOGISTICS,MT OLIVE,900 S ROUTE 66,Macoupin IL,62069,A2,$0,$0,$0,$423278,,
VENTURE RAIL & WAREHOUSE,INDIANAPOLIS,1102 WEST HANNA AVE,Marion IN,46217,A2,$0,$12751,$98150,$423278,,
VERITA TELECOMMUNICATIONS CORPORATI,INDIANAPOLIS,7796 MOLLER ROAD,Marion IN,46268,P,$0,$0,$0,$0,39.89389940,-86.25757950
VERIZON BUSINESS,INDIANAPOLIS,6835 HILLSDALE CT,Marion IN,46250,P,$0,$0,$0,$0,39.89607179,-86.04958025
VERIZON BUSINESS PURCHASING,NEWLESTINE,7510 W STINEMYER RD,Hancock IN,46163,P,$0,$0,$0,$0,39.71720400,-85.94132100
VERTICAL TECHNOLOGY SOLUT,INDIANAPOLIS,1936 S LYNDHURST DR,Marion IN,46241,P,$0,$0,$0,$0,39.73922500,-86.25155600
VERTICE INDUSTRIES LLC,GREENWOOD,801 N MADISON AVE,Johnson IN,46142,P,$0,$0,$0,$0,39.62550839,-86.11376532
VETERINARY CARE & CONSULTATION,RUSHVILLE,1406 COMMERCE DR,Rush IN,46173,P,$0,$0,$0,$0,39.62290727,-85.43705980
"VIANT MEDICAL, LLC",TEMPE,1501 W FOUNTAINHEAD PARKWAY,Maricopa AZ,85282,C3,$0,$1351,$15515,$16866,,
VICTORY DOOR DISTRIBUTORS,DANVILLE,2822 E MAIN ST,Hendricks IN,46122,D3,$0,$1493,$0,$2047,39.76192827,-86.47122454
VIGO MACHINE SHOP,TERRE HAUTE,3920 LOCUST ST,Vigo IN,47805,P,$0,$0,$0,$0,39.47750500,-87.35857900
VINCENNES UNIVERSITY,LEBANON,316 N MT ZION ROAD,Boone IN,46052,P,$0,$0,$0,$0,40.04313400,-86.48946800
VISION AUTOMATED FULFILLMENT,INDIANAPOLIS,2601 S HOLT RD,Marion IN,46241,D3,$0,$2774,$0,$3728,39.72763255,-86.22379971
VISTA BUILDING SERVICE,AVON,1322 N RONALD REAGAN PARKWAY,Hendricks IN,46123,D1,$0,$0,$0,$9159,,
VISTA BUILDING SERVICE,AVON,8862 E COUNTY RD 100 S,Hendricks IN,46123,D1,$0,$0,$1177,$9159,39.74864205,-86.36451964
